id,meal_name,photo,description,time,low_calorie,vegetarian,pescatarian,vegan,halal,spicy,easy_prep,easy_cleanup
756,"Avobenzone, Homosalate, Octisalate, Octocrylene and Oxybenzone",http://dummyimage.com/120x100.png/dddddd/000000,"Bypass 4+ Cor Art from L Int Mammary, Perc Endo Approach",14,false,false,true,false,true,true,false,true
757,Penicillium chrysogenum var. chrysogenum and Penicillium glabrum,http://dummyimage.com/154x100.png/cc0000/ffffff,"Extirpate of Matter from L Int Iliac Art, Perc Endo Approach",11,true,true,true,true,true,true,true,true
758,"Acetaminophen, Dextromethorphan Hydrobromide, Guaifenesin, Phenylephrine Hydrochloride, and doxylamine succinate",http://dummyimage.com/218x100.png/ff4444/ffffff,"Fusion Occip Jt w Nano Intbd Dev, Open, New Tech 2",22,true,false,true,true,false,false,false,false
759,Hydrocortisone Acetate,http://dummyimage.com/144x100.png/dddddd/000000,Ultrasonography of Right Upper Extremity Veins,30,true,false,true,true,false,false,false,true
760,CARBAMIDE PEROXIDE,http://dummyimage.com/246x100.png/dddddd/000000,"Occlusion L Subclav Vein w Extralum Dev, Perc Endo",16,false,false,false,true,false,false,false,true
761,TRICLOSAN,http://dummyimage.com/161x100.png/5fa2dd/ffffff,"Reposition Right Patella, Percutaneous Endoscopic Approach",15,true,true,true,false,false,true,false,true
762,metoprolol tartrate,http://dummyimage.com/169x100.png/5fa2dd/ffffff,"Occlusion of R Hand Art with Intralum Dev, Perc Approach",9,false,true,false,false,true,false,false,false
763,"Bismuthum metallicum, Bryonia, Cimicifuga, Gossypium herbaceum, Ipecac., Kreosotum, Lycopodium, Mag. carb., Nux vom., Pulsatilla, Sepia, Symphoricarpus racemosus, Tabacum, Zingiber, Chamomilla, Hydrastis, Iris versicolor",http://dummyimage.com/103x100.png/5fa2dd/ffffff,"Control Bleeding in Pelvic Cavity, Perc Endo Approach",18,false,false,true,false,true,true,true,false
764,Diphenhydramine Hydrochloride,http://dummyimage.com/108x100.png/5fa2dd/ffffff,Removal of Packing Material on Right Upper Extremity,25,true,true,true,true,true,false,true,false
765,DIVALPROEX SODIUM,http://dummyimage.com/156x100.png/dddddd/000000,"Removal of Nonaut Sub from Hepatobil Duct, Perc Approach",10,true,true,true,true,false,false,true,true
766,Atenolol,http://dummyimage.com/105x100.png/5fa2dd/ffffff,"Drainage of Right Internal Iliac Artery, Perc Approach",8,true,true,false,false,false,false,false,true
767,Hydrocortisone,http://dummyimage.com/155x100.png/ff4444/ffffff,"Drainage of Right Hip Tendon with Drain Dev, Open Approach",18,false,true,true,false,false,true,true,true
768,ARBUTIN GLYCERIN,http://dummyimage.com/181x100.png/dddddd/000000,"Restriction of Right Ureter, Perc Endo Approach",1,true,false,false,false,false,false,true,false
769,ESLICARBAZEPINE ACETATE,http://dummyimage.com/150x100.png/cc0000/ffffff,"Excision of Left Foot Artery, Open Approach, Diagnostic",7,true,false,true,true,true,false,true,false
770,Folic Acid,http://dummyimage.com/207x100.png/cc0000/ffffff,"Bypass L Int Iliac Art to Low Ex Art w Synth Sub, Open",9,true,false,true,true,false,false,false,true
771,AMITRIPTYLINE HYDROCHLORIDE,http://dummyimage.com/105x100.png/dddddd/000000,"Reposition Accessory Pancreatic Duct, Open Approach",2,false,true,false,true,true,true,false,true
772,Zolmitriptan,http://dummyimage.com/197x100.png/5fa2dd/ffffff,Coord/Dexterity Trmt Musculosk Low Back/LE w Prosthesis,6,true,false,false,false,true,false,true,true
773,Cefadroxil,http://dummyimage.com/228x100.png/dddddd/000000,"Restriction of Heart, Percutaneous Approach",5,false,false,true,true,false,true,false,true
774,dimethicone,http://dummyimage.com/163x100.png/cc0000/ffffff,"Replacement of Pulm Trunk with Zooplastic, Open Approach",8,true,false,true,false,true,false,false,true
775,"homosalate, octinoxate, oxybenzone",http://dummyimage.com/213x100.png/dddddd/000000,"Revision of Infusion Device in L Ankle Jt, Perc Approach",30,true,true,false,true,true,true,true,false
776,penicillin G potassium,http://dummyimage.com/127x100.png/5fa2dd/ffffff,"Occlusion of Right Face Vein, Percutaneous Approach",2,false,false,false,false,true,false,false,true
777,Aspirin,http://dummyimage.com/130x100.png/ff4444/ffffff,"Repair Portal Vein, Open Approach",20,true,false,true,true,true,true,true,false
778,Levothyroxine sodium,http://dummyimage.com/210x100.png/ff4444/ffffff,"Reposition Right Axillary Artery, Percutaneous Approach",15,true,true,true,false,true,true,true,false
779,Salicyllic Acid,http://dummyimage.com/118x100.png/dddddd/000000,"Inspection of Cervicothoracic Vertebral Disc, Perc Approach",16,false,true,true,true,true,true,true,false
780,SODIUM NITROPRUSSIDE,http://dummyimage.com/116x100.png/ff4444/ffffff,"Introduction of Destructive Agent into GU Tract, Via Opening",7,true,false,true,false,false,true,false,false
781,Topiramate,http://dummyimage.com/132x100.png/cc0000/ffffff,"Occlusion L Low Extrem Lymph w Extralum Dev, Open",25,true,true,true,false,false,true,true,false
782,Acetaminophen,http://dummyimage.com/130x100.png/ff4444/ffffff,"Replace L Thorax Tendon w Autol Sub, Perc Endo",30,false,false,false,true,true,true,true,false
783,TRICLOSAN,http://dummyimage.com/234x100.png/dddddd/000000,"Restrict of R Int Iliac Art with Intralum Dev, Perc Approach",23,true,false,true,false,true,true,true,true
784,Didanosine,http://dummyimage.com/182x100.png/5fa2dd/ffffff,"Restrict L Up Extrem Lymph w Intralum Dev, Open",13,false,true,false,true,true,true,false,false
785,Amlodipine Besylate and Benazepril Hydrochloride,http://dummyimage.com/148x100.png/ff4444/ffffff,Fluoroscopy of Bilateral Pulmonary Veins using Oth Contrast,1,false,false,true,true,true,false,true,true
786,Isopropyl alcohol and iodine,http://dummyimage.com/193x100.png/ff4444/ffffff,"Occlusion L Less Saphenous w Extralum Dev, Perc Endo",20,true,true,true,true,false,false,false,true
787,"Titanium Dioxide, OCTINOXATE, Zinc Oxide",http://dummyimage.com/228x100.png/cc0000/ffffff,"Dilate L Brach Art w Drug-elut Intra, Perc Endo",15,false,false,true,true,true,false,true,false
788,Calcium carbonate,http://dummyimage.com/199x100.png/cc0000/ffffff,Bedside Swallowing and Oral Function Assessment,12,true,true,false,false,false,false,false,false
789,Titanium Dioxide and Zinc Oxide,http://dummyimage.com/198x100.png/dddddd/000000,"Supplement L Trunk Bursa/Lig w Nonaut Sub, Perc Endo",28,false,true,true,true,true,true,false,true
790,Hydroxyzine Hydrochloride,http://dummyimage.com/180x100.png/dddddd/000000,"Revise of Nonaut Sub in R Finger Phalanx, Perc Endo Approach",27,false,false,false,true,false,false,false,false
791,Nitrogen,http://dummyimage.com/229x100.png/ff4444/ffffff,"Dilate L Ext Carotid, Bifurc, w Intralum Dev, Open",23,true,false,true,false,true,false,true,true
792,Amlodipine Besylate,http://dummyimage.com/113x100.png/dddddd/000000,"Excision of Left Kidney, Via Opening, Diagn",19,false,false,true,true,true,true,true,false
793,Oxygen,http://dummyimage.com/238x100.png/ff4444/ffffff,"Fusion of L Sternoclav Jt with Synth Sub, Perc Approach",5,false,false,true,false,false,false,false,false
794,tolmetin sodium,http://dummyimage.com/199x100.png/ff4444/ffffff,"Supplement Tricusp Valve fr R AV Vlv w Zooplastic, Perc Endo",30,true,true,false,true,false,true,false,true
795,leuprolide acetate,http://dummyimage.com/193x100.png/5fa2dd/ffffff,"Fusion of Sacrococcygeal Joint, Percutaneous Approach",8,false,false,true,true,false,false,true,true
796,VECURONIUM BROMIDE,http://dummyimage.com/246x100.png/cc0000/ffffff,"Fusion of R Metacarpophal Jt with Nonaut Sub, Perc Approach",13,false,true,false,false,true,false,true,true
797,Loratadine,http://dummyimage.com/101x100.png/cc0000/ffffff,"Dilation of Esophagus with Intraluminal Device, Via Opening",15,false,true,false,true,false,false,true,false
798,Aluminum Zirconium Trichlorohydrex Gly,http://dummyimage.com/153x100.png/5fa2dd/ffffff,"Insertion of Intralum Dev into R Com Carotid, Open Approach",5,false,true,true,false,false,false,true,false
799,SODIUM FLUORIDE,http://dummyimage.com/121x100.png/cc0000/ffffff,"Drainage of Left Ovary with Drainage Device, Perc Approach",28,false,false,false,false,true,false,false,true
800,Metformin Hydrochloride,http://dummyimage.com/116x100.png/dddddd/000000,"Hepatobiliary System and Pancreas, Supplement",28,false,false,true,false,true,true,true,false
801,"OCTINOXATE, ZINC OXIDE",http://dummyimage.com/160x100.png/5fa2dd/ffffff,"Replace R Low Arm Subcu/Fascia w Autol Sub, Open",21,false,true,false,true,true,false,false,true
802,ENTACAPONE,http://dummyimage.com/250x100.png/5fa2dd/ffffff,"Insert of Infusion Dev into Azygos Vein, Perc Endo Approach",26,true,true,false,true,true,false,false,true
803,isosorbide dinitrate,http://dummyimage.com/189x100.png/dddddd/000000,"Excision of Right Carpal, Open Approach, Diagnostic",24,false,true,true,true,true,true,true,true
804,Dimethicone,http://dummyimage.com/117x100.png/ff4444/ffffff,"Insert of Infusion Dev into L Renal Art, Perc Endo Approach",2,false,true,false,true,false,true,true,true
805,topiramate,http://dummyimage.com/221x100.png/cc0000/ffffff,"Drainage of Cervix with Drainage Device, Perc Endo Approach",19,false,false,false,false,false,false,true,false
806,Calcipotriene,http://dummyimage.com/117x100.png/cc0000/ffffff,"Replace Perineum Subcu/Fascia w Nonaut Sub, Open",16,false,true,true,false,true,true,false,false
807,OLANZAPINE,http://dummyimage.com/142x100.png/5fa2dd/ffffff,Stereotactic Other Photon Radiosurgery of Eye,25,false,true,true,false,true,true,false,false
808,"Avobenzone, Homosalate, Octisalate, and Octocrylene",http://dummyimage.com/247x100.png/5fa2dd/ffffff,"Drainage of Intracranial Vein, Percutaneous Approach, Diagn",20,false,false,false,true,true,true,true,false
809,alpha-1-proteinase inhibitor human,http://dummyimage.com/139x100.png/cc0000/ffffff,"Dilate L Fem Art, Bifurc, w Drug-elut Intra, Open",3,false,false,false,true,false,true,false,true
810,Diphenhydramine HCl,http://dummyimage.com/101x100.png/cc0000/ffffff,"Dilate 1 Cor Art, Bifurc, w Intralum Dev, Perc",11,false,true,false,true,false,false,true,true
811,Olanzapine and Fluoxetine,http://dummyimage.com/150x100.png/ff4444/ffffff,"Insertion of Intralum Dev into R Post Tib Art, Perc Approach",11,false,false,false,true,false,true,true,false
812,Betaxolol,http://dummyimage.com/135x100.png/ff4444/ffffff,"Excision of Right Eustachian Tube, Perc Endo Approach, Diagn",10,true,false,false,true,false,false,false,true
813,PANTHENOL,http://dummyimage.com/212x100.png/ff4444/ffffff,"Inspection of Left Ear, External Approach",26,false,true,false,true,false,false,true,false
814,OCTINOXATE and TITANIUM DIOXIDE,http://dummyimage.com/182x100.png/ff4444/ffffff,"Drainage of Right Shoulder Muscle, Perc Approach, Diagn",13,false,true,false,true,true,true,true,false
815,"phenylephrine hcl, brompheniramine maleate",http://dummyimage.com/105x100.png/dddddd/000000,Beam Radiation of Right Breast using Neutron Capture,8,false,false,true,false,true,true,false,false
816,propranolol hydrochloride,http://dummyimage.com/148x100.png/dddddd/000000,"Removal of Monitor Dev from Azygos Vein, Extern Approach",18,true,false,true,true,false,false,false,false
817,"Loratadine, Pseudoephedrine",http://dummyimage.com/101x100.png/cc0000/ffffff,"Reposition Left Metatarsal with Ext Fix, Perc Endo Approach",17,true,true,false,false,false,false,false,false
818,Selan Plus Zinc,http://dummyimage.com/139x100.png/cc0000/ffffff,"Replacement of Right Breast using GAP Flap, Open Approach",3,true,false,true,false,true,true,true,false
819,"Acetylcholine Chloride, Dopamine, Gaba, Octopamine, Serotonin, Taurine, Adenosinum Cyclophosphoricum, Cerebrum, Diencephalon, Pineal Gland, Thalamus Opticus",http://dummyimage.com/151x100.png/ff4444/ffffff,"Excision of Left Thorax Bursa and Ligament, Open Approach",2,false,false,false,true,false,true,false,true
820,"Echinacea (Angustifolia), Hydrastis canadensis, Lomatium dissectum, Aconitum napellus, Arsenicum album, Belladonna, Eupatorium perfoliatum, Gelsemium sempervirens,",http://dummyimage.com/228x100.png/ff4444/ffffff,"Bypass R Subclav Art to L Low Arm Art w Nonaut Sub, Open",14,false,true,true,false,false,true,false,true
821,ZINC OXIDE,http://dummyimage.com/184x100.png/ff4444/ffffff,"Destruction of Right Ethmoid Bone, Open Approach",26,true,true,false,true,false,false,false,false
822,"AVOBENZONE, HOMOSALATE, OCTISALATE, OCTOCRYLENE, OXYBENZONE",http://dummyimage.com/222x100.png/5fa2dd/ffffff,Tomo Nucl Med Imag of Chest & Abd using Iodine 131,24,false,true,true,true,true,false,true,true
823,MECLIZINE HYDROCHLORIDE,http://dummyimage.com/175x100.png/5fa2dd/ffffff,"Drainage of Left Hand with Drain Dev, Perc Endo Approach",19,false,false,false,true,true,true,false,false
824,FERRUM PHOSPHORICUM,http://dummyimage.com/195x100.png/ff4444/ffffff,"Removal of Synth Sub from R Glenoid Cav, Open Approach",16,false,true,true,false,true,true,true,false
825,Hydralazine Hydrochloride,http://dummyimage.com/215x100.png/cc0000/ffffff,"Supplement L Toe Phalanx Jt with Autol Sub, Open Approach",9,true,true,false,false,false,true,true,true
826,Aluminum Zirconium Pentachlorohydrex Gly,http://dummyimage.com/190x100.png/ff4444/ffffff,"Removal of Synth Sub from Toe Nail, Extern Approach",5,true,false,true,true,true,false,true,false
827,IBUPROFEN,http://dummyimage.com/155x100.png/5fa2dd/ffffff,"Dilation of R Axilla Art, Bifurc, Perc Endo Approach",30,false,true,false,true,true,false,false,false
828,TRICLOSAN,http://dummyimage.com/166x100.png/5fa2dd/ffffff,"Revision of Infusion Device in GU Tract, Open Approach",30,true,false,false,false,false,true,true,false
829,"Octinoxate, Octisalate, Oxybenzone",http://dummyimage.com/118x100.png/5fa2dd/ffffff,"Reposition Left Palatine Bone with Int Fix, Open Approach",3,true,true,true,true,false,false,true,false
830,Lombardy Poplar,http://dummyimage.com/222x100.png/cc0000/ffffff,"Reposition Right Pulmonary Artery, Open Approach",2,false,false,false,true,true,true,false,true
831,TRICLOSAN,http://dummyimage.com/111x100.png/dddddd/000000,"Drainage of Back Skin with Drainage Device, Extern Approach",19,false,false,false,false,false,false,true,false
832,Acetaminophen,http://dummyimage.com/229x100.png/ff4444/ffffff,"Resection of Right Extraocular Muscle, Open Approach",18,true,true,false,true,false,false,true,false
833,Dimethicone,http://dummyimage.com/124x100.png/ff4444/ffffff,"Drainage of Right Kidney Pelvis, Open Approach",29,true,false,true,true,true,false,true,false
834,"Menthol, Methyl salicylate",http://dummyimage.com/213x100.png/cc0000/ffffff,"Excision of Right Parietal Bone, Perc Endo Approach, Diagn",16,true,false,false,false,true,true,false,true
835,sodium monofluorophosphate,http://dummyimage.com/134x100.png/dddddd/000000,"Dilate Gastric Art w 2 Intralum Dev, Perc Endo",12,true,false,false,true,true,true,false,false
836,AMINOSALICYLIC ACID,http://dummyimage.com/100x100.png/dddddd/000000,"Revision of Ext Fix in L Tarsal, Extern Approach",13,true,true,false,true,false,false,true,true
837,Olive Pollen,http://dummyimage.com/100x100.png/ff4444/ffffff,"Bypass Esophag to Jejunum with Synth Sub, Perc Endo Approach",16,false,false,false,false,false,false,true,true
838,telmisartan and hydrochlorothiazide,http://dummyimage.com/149x100.png/5fa2dd/ffffff,"Repair Gallbladder, Open Approach",2,true,true,false,true,false,true,false,false
839,"Acetaminophen, Dextromethorphan Hydrobromide, Guaifenesin, Phenylephrine Hydrochloride",http://dummyimage.com/115x100.png/dddddd/000000,"Excision of Left Upper Lobe Bronchus, Perc Endo Approach",21,true,false,false,true,true,false,false,true
840,Cyclobenzaprine Hydrochloride,http://dummyimage.com/233x100.png/cc0000/ffffff,"Reposition Left Fibula with Int Fix, Perc Endo Approach",27,false,true,false,false,false,false,false,true
841,Mucor plumbeus,http://dummyimage.com/110x100.png/cc0000/ffffff,"Bypass Left Common Iliac Vein to Lower Vein, Open Approach",16,false,true,true,false,false,true,true,false
842,"Standardized Grass Pollen, Ryegrass",http://dummyimage.com/117x100.png/5fa2dd/ffffff,"Remove of Drain Dev from Prostate/Seminal Ves, Perc Approach",11,false,true,false,true,true,false,true,true
843,Acetaminophen,http://dummyimage.com/160x100.png/cc0000/ffffff,"Fusion T-lum Jt w Synth Sub, Post Appr A Col, Perc",17,false,false,true,true,true,true,true,true
844,PROMETHAZINE HYDROCHLORIDE,http://dummyimage.com/216x100.png/ff4444/ffffff,Fluoroscopy of Bili/Pancr Duct using L Osm Contrast,8,false,true,true,false,false,false,false,false
845,AMOXICILLIN,http://dummyimage.com/147x100.png/dddddd/000000,"Bypass R Ant Chamber to Sclera w Nonaut Sub, Perc",24,false,true,false,true,true,false,true,false
846,Trichophyton mentagrophytes,http://dummyimage.com/169x100.png/5fa2dd/ffffff,"Excision of Left Foot Bursa and Ligament, Open Approach",12,false,true,true,false,false,false,false,true
847,Water,http://dummyimage.com/171x100.png/5fa2dd/ffffff,"Dilate L Popl Art, Bifurc, w 2 Drug-elut, Perc",11,false,true,true,true,false,true,false,true
848,"Eucalyptol, Menthol, Methyl Salicylate, Thymol",http://dummyimage.com/190x100.png/ff4444/ffffff,"Drainage of Cecum, Endo, Diagn",30,true,true,false,false,false,false,false,false
849,hydrocortisone,http://dummyimage.com/211x100.png/cc0000/ffffff,"Occlusion of Cecum with Intraluminal Device, Endo",26,true,false,true,false,true,true,false,true
850,"OCTINOXATE, TITANIUM DIOXIDE",http://dummyimage.com/246x100.png/dddddd/000000,"Fusion 2-4 L Jt w Autol Sub, Post Appr P Col, Perc Endo",29,true,false,true,true,true,true,true,false
851,Folic Acid,http://dummyimage.com/207x100.png/cc0000/ffffff,HDR Brachytherapy of Thymus using Iodine 125,2,true,false,true,true,true,true,false,false
852,Povidone Iodine,http://dummyimage.com/100x100.png/cc0000/ffffff,"Resection of Left Lacrimal Gland, Open Approach",13,false,false,true,false,true,false,false,true
853,TRANEXAMIC ACID,http://dummyimage.com/229x100.png/cc0000/ffffff,Planar Nucl Med Imag of Head & Neck using Oth Radionuclide,11,true,true,true,false,true,true,true,false
854,ALCOHOL,http://dummyimage.com/168x100.png/cc0000/ffffff,"Bypass 4+ Cor Art from Thor Art, Open Approach",4,true,false,true,true,false,true,true,true
855,Clorazepate dipotassium,http://dummyimage.com/211x100.png/cc0000/ffffff,"Removal of Spacer from Left Elbow Joint, Open Approach",15,true,false,true,false,true,false,true,false
856,Lidocaine,http://dummyimage.com/198x100.png/dddddd/000000,"Removal of Synthetic Substitute from L Carpal, Open Approach",1,false,false,true,false,true,false,true,false
857,ATORVASTATIN CALCIUM,http://dummyimage.com/233x100.png/cc0000/ffffff,"Revise Autol Sub in L Temporomandib Jt, Perc Endo",13,false,false,false,false,false,false,true,false
858,Acetazolamide,http://dummyimage.com/170x100.png/5fa2dd/ffffff,"Transfer Radial Nerve to Ulnar Nerve, Perc Endo Approach",7,false,true,true,false,true,true,true,false
859,PETROLATUM,http://dummyimage.com/123x100.png/dddddd/000000,"Removal of Autol Sub from R Ankle Jt, Perc Endo Approach",1,true,true,false,true,false,true,true,false
860,"Pulsatilla , Staphagria , Psorinum , Graphites",http://dummyimage.com/247x100.png/5fa2dd/ffffff,"Bypass Sigmoid Colon to Sigmoid Colon with Nonaut Sub, Endo",4,false,true,true,true,true,true,true,false
861,Albuterol Sulfate,http://dummyimage.com/213x100.png/5fa2dd/ffffff,"Bypass L Int Carotid to L Extracran Art, Open Approach",3,true,true,true,false,true,true,true,true
862,Ethyl Alcohol,http://dummyimage.com/227x100.png/5fa2dd/ffffff,"Occlusion of Face Artery with Extralum Dev, Perc Approach",11,false,false,false,false,true,false,true,false
863,Losartan Potassium,http://dummyimage.com/220x100.png/ff4444/ffffff,"Removal of Autol Sub from L Up Femur, Perc Endo Approach",26,true,false,true,false,true,true,false,true
864,Robitussin,http://dummyimage.com/172x100.png/cc0000/ffffff,"Replacement of Left Mandible with Synth Sub, Perc Approach",25,true,false,true,true,false,true,false,true
865,Propranolol Hydrochloride,http://dummyimage.com/153x100.png/dddddd/000000,"Fusion of Left Carpal Joint, Perc Endo Approach",5,true,true,false,true,false,false,false,true
866,Hydrocodone Bitartrate and Acetaminophen,http://dummyimage.com/208x100.png/cc0000/ffffff,"Change Drainage Device in Mesentery, External Approach",22,true,true,false,true,true,false,true,false
867,ESCITALOPRAM OXALATE,http://dummyimage.com/107x100.png/ff4444/ffffff,"Drainage of Left Femoral Region, Percutaneous Approach",26,true,false,false,true,false,false,true,true
868,ISOPROPYL ALCOHOL,http://dummyimage.com/232x100.png/cc0000/ffffff,"Computerized Tomography (CT Scan) of Chest, Abd & Pelvis",9,false,true,true,false,true,true,false,false
869,HYDROCODONE BITARTRATE AND IBUPROFEN,http://dummyimage.com/125x100.png/5fa2dd/ffffff,"Alteration of Chest Wall with Autol Sub, Perc Endo Approach",23,true,false,true,false,false,false,false,false
870,Doxepin Hydrochloride,http://dummyimage.com/248x100.png/ff4444/ffffff,"Destruction of Left Atrial Appendage, Percutaneous Approach",11,true,false,false,true,false,false,false,true
871,amantadine hydrochloride,http://dummyimage.com/163x100.png/dddddd/000000,"Irrigation of Male Reproductive using Irrigat, Via Opening",28,true,true,false,true,false,false,true,false
872,"TITANIUM DIOXIDE, OCTINOXATE, OXYBENZONE",http://dummyimage.com/146x100.png/cc0000/ffffff,"Revision of Drainage Device in Liver, External Approach",8,true,false,false,true,false,false,false,false
873,cyclobenzaprine hydrochloride,http://dummyimage.com/189x100.png/dddddd/000000,"Insertion of Defibrillator Lead into Cor Vein, Perc Approach",6,true,false,false,false,false,true,true,true
874,"Dextromethorphan hbr, Guaifenesin",http://dummyimage.com/199x100.png/dddddd/000000,"Repair Face Artery, Percutaneous Endoscopic Approach",13,false,true,true,true,false,false,true,false
875,"Dextromethorphan HBr, Guaifenesin",http://dummyimage.com/111x100.png/dddddd/000000,"Replacement of L Glenoid Cav with Autol Sub, Perc Approach",25,true,false,true,false,true,false,true,false
876,House Dust,http://dummyimage.com/112x100.png/ff4444/ffffff,"Revision of Infusion Device in L Wrist Jt, Extern Approach",23,false,true,true,true,true,true,true,true
877,Metoclopramide,http://dummyimage.com/224x100.png/dddddd/000000,"Drainage of Left Pleura with Drainage Device, Perc Approach",13,false,false,true,true,false,true,false,true
878,Piroxicam,http://dummyimage.com/230x100.png/ff4444/ffffff,"Occlusion of R Uter A with Extralum Dev, Open Approach",16,false,false,false,true,true,false,true,true
879,SODIUM MONOFLUOROPHOSPHATE,http://dummyimage.com/235x100.png/5fa2dd/ffffff,"Reattachment of Cervix, Percutaneous Endoscopic Approach",22,true,true,false,false,true,true,false,true
880,Aluminum Chlorohydrate,http://dummyimage.com/245x100.png/dddddd/000000,Packing of Right Thumb using Packing Material,29,true,true,true,true,false,true,true,true
881,Salicylic Acid,http://dummyimage.com/230x100.png/5fa2dd/ffffff,"Extirpation of Matter from Superior Vena Cava, Open Approach",1,false,true,true,true,true,true,true,true
882,Lorazepam,http://dummyimage.com/247x100.png/5fa2dd/ffffff,"Gastrointestinal System, Dilation",24,true,true,true,true,false,false,false,false
883,Aspirin,http://dummyimage.com/215x100.png/cc0000/ffffff,"Dilate L Thyroid Art, Bifurc, w 4 Drug-elut, Perc",12,true,false,true,false,false,false,true,false
884,"Antihemophilic Factor, Human Recombinant",http://dummyimage.com/131x100.png/ff4444/ffffff,"Reposition Left Abdomen Muscle, Perc Endo Approach",7,false,false,true,true,false,false,false,false
885,TITANIUM DIOXIDE,http://dummyimage.com/213x100.png/5fa2dd/ffffff,"Destruction of Left Tibia, Percutaneous Endoscopic Approach",12,false,false,false,true,false,false,false,false
886,Etodolac,http://dummyimage.com/244x100.png/dddddd/000000,"Fusion >7 T Jt w Nano Intbd Dev, Open, New Tech 2",9,true,true,true,true,false,false,false,false
887,Acetaminophen and Codeine Phosphate,http://dummyimage.com/233x100.png/cc0000/ffffff,"Remove Monitor Dev from Hepatobil Duct, Perc Endo",19,false,true,false,true,false,true,false,false
888,Lidocaine hydrochloride,http://dummyimage.com/226x100.png/cc0000/ffffff,"Drainage of R Low Leg Tendon with Drain Dev, Open Approach",22,false,true,true,false,true,true,false,false
889,Aluminum Zirconium Tetrachlorohydrex GLY,http://dummyimage.com/186x100.png/dddddd/000000,"Supplement Right Upper Leg with Autol Sub, Open Approach",24,false,true,true,false,false,false,false,false
890,Hyoscyamine Sulfate,http://dummyimage.com/226x100.png/5fa2dd/ffffff,"Replace of L Toe Phalanx with Synth Sub, Perc Endo Approach",8,true,true,false,true,true,false,false,true
891,albuterol sulfate,http://dummyimage.com/128x100.png/ff4444/ffffff,"Bypass Right Common Iliac Artery to Abd Aorta, Open Approach",25,false,false,true,true,false,false,false,false
892,"TITANIUM DIOXIDE, OCTINOXATE",http://dummyimage.com/202x100.png/5fa2dd/ffffff,"Extirpation of Matter from Sacral Plexus, Open Approach",24,false,true,true,true,false,false,false,true
893,Zinc Oxide and menthol,http://dummyimage.com/115x100.png/cc0000/ffffff,"Alteration of Left Upper Leg with Autol Sub, Perc Approach",22,false,false,true,false,true,true,false,false
894,Mycophenolate Mofetil,http://dummyimage.com/211x100.png/5fa2dd/ffffff,"Extirpation of Matter from R Verteb Vein, Perc Endo Approach",1,true,false,false,false,true,true,true,true
895,Octinoxate and Titanium Dioxide,http://dummyimage.com/216x100.png/cc0000/ffffff,"Excision of Facial Nerve, Open Approach, Diagnostic",20,true,false,true,false,false,true,false,true
896,Dill,http://dummyimage.com/113x100.png/dddddd/000000,"Resection of Vestibular Gland, Open Approach",18,true,true,true,true,true,true,false,true
897,Ceftriaxone Sodium,http://dummyimage.com/128x100.png/dddddd/000000,"CT Scan of Larynx using L Osm Contrast, Unenh, Enhance",20,false,true,false,false,true,true,false,true
898,hydrocortisone,http://dummyimage.com/163x100.png/ff4444/ffffff,"Restrict L Foot Vein w Extralum Dev, Perc Endo",12,true,false,true,false,true,true,false,true
899,JACARANDA CAROBA FLOWER,http://dummyimage.com/192x100.png/dddddd/000000,"Excision of Left Ankle Tendon, Percutaneous Approach",11,false,true,false,true,true,false,true,false
900,Clotrimazole,http://dummyimage.com/219x100.png/cc0000/ffffff,"Repair Right Kidney Pelvis, Open Approach",6,false,true,true,true,false,true,false,false
901,Undecylenic Acid,http://dummyimage.com/247x100.png/dddddd/000000,"Removal of Drain Dev from Tracheobronc Tree, Extern Approach",4,false,false,false,false,false,false,true,true
902,Oxygen,http://dummyimage.com/198x100.png/dddddd/000000,"Bypass L Com Iliac Art to R Femor A w Autol Vn, Perc Endo",20,false,true,true,true,false,true,false,true
903,PredniSONE,http://dummyimage.com/138x100.png/cc0000/ffffff,"Destruction of Right Extraocular Muscle, Open Approach",25,false,true,true,true,false,false,true,true
904,Isopropyl alcohol,http://dummyimage.com/201x100.png/ff4444/ffffff,"Excision of Right Sphenoid Sinus, Perc Endo Approach, Diagn",7,false,true,false,true,false,true,true,true
905,"ascorbic acid, cholecalciferol, .alpha.-tocopherol acetate, dl-, pyridoxine hydrochloride, folic acid, 5-methyltetrahydrofolic acid, cyanocobalamin, biotin, calcium formate, ferrous asparto glycinate, potassium iodide, magnesium oxide, doconexent and icosapent",http://dummyimage.com/121x100.png/dddddd/000000,"Bypass Sup Vena Cava to Pulm Vn Cnfl w Nonaut Sub, Open",12,true,false,false,false,false,false,false,false
906,"ARNICA MONTANA - CITRULLUS COLOCYNTHIS FRUIT PULP - PSEUDOGNAPHALIUM OBTUSIFOLIUM - HYPERICUM PERFORATUM - POTASSIUM IODIDE - MAGNESIUM PHOSPHATE, DIBASIC TRIHYDRATE - TOXICODENDRON PUBESCENS LEAF -",http://dummyimage.com/249x100.png/cc0000/ffffff,"Removal of Spacer from R Acromioclav Jt, Perc Approach",22,true,true,true,true,true,false,true,false
907,acetaminophen and codeine phosphate,http://dummyimage.com/238x100.png/ff4444/ffffff,"Excision of Right Femoral Shaft, Perc Approach, Diagn",27,false,false,false,false,false,false,false,true
